"","X","aproovitykk_id","B02_kevad1","B02_kevad2","B02_sygis","B03_kevad1","B03_kevad2","B03_sygis","B04_kevad1","B04_kevad2","B04_sygis","B05_kevad1","B05_kevad2","B05_sygis","B06_kevad1","B06_kevad2","B06_sygis","B07_kevad1","B07_kevad2","B07_sygis","B08_kevad1","B08_kevad2","B08_sygis","B11_kevad1","B11_kevad2","B11_sygis","B12_kevad1","B12_kevad2","B12_sygis","B02_vahe_kevad","B03_vahe_kevad","B04_vahe_kevad","B05_vahe_kevad","B06_vahe_kevad","B07_vahe_kevad","B08_vahe_kevad","B11_vahe_kevad","B12_vahe_kevad","X21","X42","X43","X44","X45","X48","X51","X61","X64","X77","X999","cl","weight","muld","ARV_VMA","ARV_VKU","ARV_VKS","ARV_VXX"
"442",732,114805,-0.473264418979406,-0.482431150284505,0.128391441206494,-0.345049405300302,-0.331208279674074,0.163360832796083,-0.263580999210634,-0.121211781775598,0.235776873676578,-0.248182362230495,0.286185061742098,0.416050827357416,-0.534699273515058,-0.742237526039651,0.459852168640766,-0.486657086731686,-0.753359428189863,0.515279325652569,0.215333278080557,0.390244435417451,0.46335873655367,0.124087074743262,0.721063203834425,0.663414217890229,-0.0594396605388425,0.525413536048486,0.493888073934748,0.196864285255972,0.155132292807254,0.220044737214839,0.679416999842424,-0.652392795836956,-0.703698958968408,0.393966276456352,0.735809089570627,0.581602670250951,0,0,1,0,0,0,0,0,0,0,0,"cl",65,43,0.35,0,0.65,0
"443",733,114809,-0.935655620911685,-0.559565774965846,-0.329728923538186,-0.895101208808463,-0.736325141230438,-0.469688337220352,-0.820888422255189,-0.190300691220718,-0.190387211436938,-0.716172126364765,-0.745794054483307,-0.412856181600178,-0.129998076025168,-1.13876712308244,-0.814502788564987,-0.121724779088721,-1.11399972887916,-0.780257401132666,-0.748557782342976,-1.14342454503422,-0.900929112936256,-0.688918016634431,-0.748468723938933,-0.69037788278827,-0.760058668403128,-0.467917255776524,-0.542016246765583,0.705396747437209,0.547364134963063,0.824225075597495,0.121906943835406,-1.3646941998612,-1.30193902370583,-1.09150324788922,0.278927575210115,0.69734520343667,0,0,0,0,0,0,1,0,0,0,0,"MA",80,51,0.8,0.2,0,0
"444",734,114811,-0.969942733403194,-0.638118041304777,-0.70857774017009,-0.851326912272609,-0.573993590181623,-0.493386069164586,-0.91049620355987,-0.347920425849614,-0.62582611733247,-0.873941402909901,-0.808912043243102,-0.687673021486908,-0.756828502212087,-1.30884487795857,-1.04634642143641,-0.536901389957557,-1.15747612876457,-0.968831244151536,-0.536010090785601,-1.08193020831708,-1.12932659607207,-0.919361179199958,-0.979324153238837,-1.15467536288285,-0.928271651828189,-0.782969076100797,-0.944976642597404,0.684687559349911,0.669598646357191,0.812639295869764,0.267130313832815,-1.24844917613186,-1.17333186003037,-1.12482404976221,0.398384651706835,0.653332647669291,0,0,0,0,0,0,1,0,0,0,0,"cl",65,51,0.65,0.35,0,0
"446",736,114817,-0.532478446191167,-0.653689208647388,-0.422814749287484,-0.54475935237241,-0.757920933766057,-0.759423466101071,-0.502352180594724,-0.509768935009192,-0.474794371897172,-0.496358752301381,-0.862562333688898,-0.730752418009039,-0.925707573344359,-0.609423998355188,-0.713496420293322,-0.601690096748519,-0.35922091775249,-0.595891088079451,-0.511348524252389,-0.107418642137425,-0.391517579222665,-0.18488769342892,-0.23985162674765,-0.263358986583255,-0.253230914202953,-0.371338205077468,-0.291024950229908,0.132546974523526,-0.0322892519900115,0.212505806339191,-0.319916698783836,-0.279206185175086,-0.173953046570698,0.133018184272632,0.0225894010479334,0.0302892465449378,0,0,0,1,0,0,0,0,0,0,0,"cl",75,44,0.75,0,0.15,0.1
"447",737,114821,-1.15712705927765,-0.580842117282282,-1.14070255394531,-1.1904997146337,-1.02997940455542,-1.23273516622904,-1.12109374065414,-0.352363746852764,-0.876188108618662,-1.35079460954698,-0.962499149225936,-1.41556627307996,-1.319758739322,-1.46299774941946,-1.6586648197653,-1.32626583801101,-1.41714664829917,-1.6600136667382,-1.31347678118675,-1.57411173910918,-1.64422166174225,-1.27700920277223,-1.44965814886386,-1.43810867488641,-1.20165461416329,-1.03153363449233,-1.14388476017203,0.961536141362113,0.66825407451109,1.05702703176525,0.749567271790322,-1.14583287932253,-1.14414236894901,-1.35149773373144,0.433549691001192,0.828887152175738,0,0,0,0,0,0,0,0,1,0,0,"cl",60,64,0.6,0.35,0.05,0
"448",738,114823,-1.20548487355887,-0.708023224738597,-1.49478736837989,-1.20017691438033,-0.911673166623702,-1.33177104210282,-1.1685284305823,-0.538416116629718,-1.175008607129,-1.35433998654803,-0.808912043243366,-1.42596474810273,-0.843550187388922,-1.12793820236009,-1.38966340374756,-0.641356651928227,-1.01706873897066,-1.1983328786576,-0.6980414272906,-1.1936855295323,-1.1968214960962,-1.2770565094386,-1.60370100186984,-1.62858511947765,-1.14285537184137,-1.22901279421683,-1.40308056636157,0.919180075541219,0.823109619324504,0.974740507384137,0.934173250600616,-0.975072947913208,-0.956867218248581,-1.18403816264236,0.227095711483153,0.555789000537406,0,1,0,0,0,0,0,0,0,0,0,"KU",100,42,0,1,0,0
"449",739,114825,-1.0478367440869,-0.541242551716262,-1.3166205294061,-1.02862879093555,-0.794488708973648,-1.20244537090974,-0.992050216917646,-0.45825832688551,-1.07837579641297,-1.23379716851331,-0.827847439871217,-1.36208840153421,-1.07632944759891,-1.20628862876363,-1.47601599838347,-0.90580035311833,-1.15438764134109,-1.33373884301584,-0.868808603816621,-1.20484302538617,-1.22305574547156,-1.32060739258062,-1.57056671962576,-1.57007174952841,-1.21726083725533,-1.19647463512835,-1.32703832062432,0.858478907484361,0.689974910567062,0.826670627202361,0.744644445688737,-0.951022253348532,-1.00831008371878,-1.10738081093533,0.352596236204008,0.697529228075465,0,0,1,0,0,0,0,0,0,0,0,"KU",100,43,0,1,0,0
"450",740,114827,0.818992984200029,-0.386724847707981,-0.573299347243784,1.03190190470903,-0.349983767179956,-0.00433785130202339,1.15368105876403,-0.17406510895223,0.0222881634488355,1.07069788214835,-0.211395082982079,0.319493559288091,0.880233484626353,0.0842639232185089,0.619473631453013,0.917538966590061,0.197419546354963,0.657187836322112,1.05679470726503,0.149351367062416,0.721973289515581,0.952171472073217,0.0607539320539579,0.159016577186427,0.902117960600438,-0.121552629811622,-0.158225895048502,-1.32048614865912,-2.04511268071484,-1.48603115557847,-1.73399849647064,-0.357771787419595,-0.16094782777193,-0.369659021607058,-1.69109111106545,-1.46252578938634,0,0,0,0,0,0,0,0,1,0,0,"cl",65,64,0.05,0.3,0.65,0
"451",741,114829,-0.142927440519583,0.408648063426066,-1.0484466517842,-0.150295288753077,-0.116061129312846,-1.06288302313635,-0.0861716365926384,0.574114715845848,-0.785365048657656,-0.404178950275142,-0.482802434650008,-1.00408376146493,0.174288538629149,-0.613882965711592,-0.49368981576494,0.284196302238987,-0.56044775219515,-0.488407822585661,0.337838769898602,-0.527314617870366,-0.348917810087863,-0.0684410487924908,-0.0832446614176811,-0.927480820792311,-0.0417546958571718,0.299181615269787,-0.942044370759513,0.504083218211023,0.100841426561168,0.527414063575682,-0.00362512175555992,-0.864439752915752,-0.806006680184461,-0.868199579840704,0.0157938104260427,0.342998899823244,0,0,1,0,0,0,0,0,0,0,0,"MA",85,43,0.85,0,0.15,0
"452",742,114831,-0.992059536161027,-0.595393422608104,-1.1008927253449,-0.971255740783132,-0.867193461548421,-1.03953387271189,-0.960209101307302,-0.452754068090777,-0.850792227205141,-1.01221110594977,-0.587999082583399,-0.879302061192195,-0.831378722802546,-0.934291620029046,-0.886724958624357,-0.978522370945773,-0.969553547838922,-0.93364099352745,-0.993124786914991,-1.17718766635004,-1.13342654270911,-1.1305152809456,-1.21546083755051,-1.14829563045435,-1.04136439104944,-0.9307781174833,-0.971770306979788,0.746239278540674,0.51346193769668,0.793306934369392,0.717568902129905,-0.737772761541618,-0.751673766092286,-1.00491173948949,0.474852298988877,0.6837692112543,0,0,1,0,0,0,0,0,0,0,0,"cl",50,43,0.5,0.4,0.1,0
"458",749,114849,0.159127012403198,2.33218168499888,0.461406899755341,-0.0981806000350701,1.1807950280146,0.160907206359201,0.361074324119163,3.47179448335211,1.07443399027804,-0.234000854225962,2.35540312659009,0.102611080242622,-0.832900155875032,-1.24196036761376,-1.24574241268631,-0.91108922714132,-1.28980593606603,-1.28860352156218,-0.841738595984711,-1.26236371613056,-1.22676462251383,-0.00592161790378813,2.09764953603328,0.351229421770086,0.126150969587793,2.93928223590937,0.914757874397836,1.67430480658337,1.54810916352974,2.15185617145155,3.08052543090114,-1.12418725421429,-1.17073081627066,-1.1968611687755,2.82357100475281,2.56797486901466,0,0,0,0,0,0,0,0,1,0,0,"MA",80,64,0.8,0.15,0.05,0
"459",750,115119,0.71687224475768,0.82636743771509,1.19864640612446,0.833066489829279,0.957848798107288,0.79238837103198,0.158552556211038,-0.166167231571154,-0.0771283182592074,0.415157674660242,0.760621943921362,0.470419996761149,0.775558889185344,2.0997171682682,2.30078481647085,0.627179782682945,2.06856777311986,2.41455835227767,0.684186219302942,1.92538900216705,2.1318863471167,0.64247094232479,1.09092976694356,1.21014319994802,0.626343126486333,0.51832358762254,0.577452302780369,-0.221510984701398,-0.18793816218693,-0.30979224917676,0.31340487918766,2.23393105887117,2.2421854023267,2.14576848056793,0.266712570270145,-0.450188046950012,0,1,0,0,0,0,0,0,0,0,0,"KX1",90,42,0,0,0.1,0.9
"460",753,115137,-0.375270391612544,-0.236708645461728,-0.194433584738991,-0.632027507865728,-0.487299673389843,-0.800631965536751,-0.752605900750108,-0.57075173622245,-0.95559340419963,-0.784597902484289,-0.529088959740591,-0.812454721759561,-0.0834422239828003,-0.565471320128779,-0.64912448611012,0.151181120540133,-0.631720538892585,-0.401962206922049,-0.435561967145856,-0.661724610168746,-0.808330151245889,-1.1002179057081,-1.32908425478956,-1.27223788199691,-0.961551959719065,-1.11940914768305,-1.10135727035266,0.273069637455481,0.424964627278495,0.461573889939449,0.470443031829224,-0.667705071376463,-0.834560360568916,-0.630418609280928,0.266103781901326,0.387557574990972,0,1,0,0,0,0,0,0,0,0,0,"KU",97,42,0,0.97,0,0.03
"461",754,115143,0.841858595513327,0.169961400004317,0.397510470785118,0.694935525594534,0.397044854618903,0.504900624517593,0.803669285193433,-0.240500341651739,0.134818813586669,0.256679322714678,0.213599374668098,0.664128731470466,-0.38377311264614,0.995804249914304,0.792702169783282,-0.353377461330906,0.949585021969029,0.788003767990125,-0.0249371247538985,1.04873095511079,0.941622521577746,0.466985357465579,0.316039146401948,0.805375727932814,0.50065765902205,0.065144125301418,0.564235093704448,-0.902184609497265,-0.630934106057871,-1.12368332604387,-0.106512187279575,1.45549024479393,1.30962451300542,1.38113494699593,-0.445585979489097,-0.687313261291595,0,0,0,0,0,1,0,0,0,0,0,"KS",95,48,0,0.05,0.95,0
"462",755,115157,0.370927881057026,0.26079320950699,0.104411957855512,-0.0347809207069524,0.385064660049329,0.159915328699653,0.339819329418642,0.165664032264948,0.190594374597978,0.369156408071807,0.983638837539826,0.444275259561466,-0.212155461981634,0.469009106533801,0.0840875447090421,-0.0780915683921871,0.307654789780313,-0.145302878999991,-0.679133714063467,0.181270023653296,0.0563248529091191,0.39796102742159,0.757815293971148,0.434146132169558,0.515939088809596,0.667771386613022,0.505989765572543,-0.248394955384844,0.509219656754456,-0.276719886495068,0.638188331241414,0.702062153064377,0.408391750746281,0.599159526026483,0.275246290417823,-0.144993855020227,0,0,0,0,0,1,0,0,0,0,0,"KS",85,48,0.12,0.02,0.85,0.01
"463",756,115167,0.00638435801830383,-0.319539632276292,-0.292133089048036,-0.0913919716219923,0.0708917930416987,0.0821245267024326,-0.187439535615268,-0.218574723064595,-0.118959989018013,-0.150684494702496,0.175728581412173,0.194711859014973,-0.886530671708442,-0.520881646565849,-0.806129203630544,-1.07074711173573,-0.674959362822502,-0.95008861066687,-1.18673268897482,-0.766982354442332,-1.14250762582351,-0.668406376566734,-0.548463097453372,-0.487567225532413,-0.440438033828781,-0.324079751111002,-0.199674786783897,-0.264172829853202,0.228186539202518,0.0582383932276366,0.414815096881039,-0.188414813193159,-0.352991558698425,-0.366489012258072,0.508912707778987,0.354456041912773,0,0,0,0,0,1,0,0,0,0,0,"cl",40,48,0.25,0.4,0.3,0.05
"464",757,115169,-0.116370093617915,-0.3165132733369,-0.016275665114615,-0.204614073453723,-0.0460194884642165,0.464314119127367,-0.270146808562271,-0.30336094331764,0.17665048434589,-0.259704837483618,-0.0157293178261806,0.508151606129589,-0.578440474371068,-0.573752259504801,-0.291153730164129,-0.687964854262323,-0.721524250131462,-0.431797419407847,-0.949979435752091,-0.797535218523263,-0.583208262776213,-0.591777671179316,-0.693357313372081,-0.349368045801963,-0.441296541120713,-0.562145825757667,-0.245598987810671,-0.110316873454761,0.269381812479564,0.0925887162895732,0.342203411882348,-0.417297256467145,-0.576970326897247,-0.532791696183869,0.171986196067793,0.132473514985221,0,0,0,0,0,1,0,0,0,0,0,"cl",50,48,0.5,0.25,0.25,0
"465",758,115189,-0.384758136866253,-0.780767024201051,-0.147439309504463,-0.465519644489679,-0.949028973932555,-0.259358136297124,-0.595926674785685,-0.772581150500904,-0.276736562980108,-0.468438908418572,-0.857302501292507,-0.231625616917829,-0.237259107690364,-0.59859507763281,-0.137812456052864,-0.0820582239097853,-0.519584687821897,-0.0351420944370945,0.00120154679041661,-0.420653396542497,-0.136621071510626,-0.462445654686452,-0.899992712300742,-0.377044871561951,-0.341235369688558,-0.819103310986095,-0.345667504059174,-0.151606099888952,-0.383053854836696,0.127518949344594,-0.352530421707019,-0.628342101272318,-0.596189150233036,-0.549282273256464,-0.345835276304253,-0.25808562732238,0,0,0,0,0,0,1,0,0,0,0,"cl",36,51,0.3,0.36,0.34,0
"466",760,115201,0.243715610064372,-1.17541478216347,-0.319769840494655,0.134059832241578,-1.24718486047189,-0.489079151176571,0.0666819122228338,-1.07192356048159,-0.244098487073767,0.579219995382197,-0.569063685955258,0.0758721444687841,0.299046050637127,0.9365636836093,0.637267499438078,0.279899092094402,1.16150277441643,0.770408642677832,0.563988525061178,0.95620938946355,0.563039157455395,0.519773555034156,-0.182556575899437,0.123526415444731,0.388607895401448,-0.53472940137949,-0.143795402233606,-1.24342460137297,-1.68317388903189,-0.873930278726685,-1.47001194677187,1.02113470095595,1.29057909258736,0.945907931695325,-1.21237746545158,-1.08239610584504,0,0,0,0,0,0,1,0,0,0,0,"KS",90,51,0,0.02,0.9,0.08
"468",764,115213,-0.520773067400174,-0.723556777423676,-0.640844932956115,-0.293288299192344,-0.185486397852911,-0.414474964936728,-0.613710512437185,-0.845290945890383,-0.767887595699381,-0.324407967752113,-0.27240913878328,-0.439595117372577,-0.306484312524059,0.698964423051999,0.0286125445187806,-0.203702326457314,0.742418788635202,0.07157616560825,0.129766172115241,0.866551826672917,0.295328501911602,-0.247635416311847,-0.192955497444774,-0.266638140667527,-0.410693840777901,-0.465567754902528,-0.430225000084142,0.0620677896765552,0.245141152498502,0.0944746224649181,0.131752596038652,1.04117694642658,0.992181572374116,1.06089676629156,0.202278531588397,0.177301064413365,0,0,1,0,0,0,0,0,0,0,0,"cl",45,43,0,0.45,0.2,0.35
"472",768,115225,-0.453250068614995,0.0950282681017711,0.520090736825164,-0.330811556067667,-0.0734976968010856,0.795180284997611,-0.359491168919016,0.127921568078758,0.559990753361427,0.0673561908603283,0.293548827097658,1.03698833585858,0.644411358269292,-0.552731413396576,0.433161366662273,0.668961887470789,-0.62839447551347,0.338945569807257,0.275454898027277,-0.776455767228553,0.0341870292243005,-0.134349813849764,-0.266683999589067,0.269202622119298,-0.241584918647644,-0.125801843521848,0.30355351648197,0.635344906314731,0.436592496446493,0.517734368228436,0.249900422477111,-1.03519968432498,-1.05686290056704,-1.15982361823025,-0.107468372152734,0.243151980581409,0,0,0,0,0,0,0,1,0,0,0,"MA",90,61,0.9,0.07,0.03,0
"473",769,115229,-0.267763946348076,0.536936790351892,0.740476816194447,-0.201523184963612,0.125672403044871,0.627458362062684,-0.229545834158603,0.77836645777537,0.911069733784108,0.44671152996914,0.834259597474726,1.43658687601812,0.973040902095471,-0.659746629947877,0.268829762324395,1.02992753959573,-0.73102728835785,-0.0523547170251249,0.176253144494817,-1.00692049424126,-0.558532720775033,0.35972436495095,0.365027469705446,0.81132628921945,0.353419580473448,0.78210207152298,1.18612788718057,0.760978330439889,0.467011397352184,0.847618545042464,0.355741183661783,-1.34304857475295,-1.33950965579078,-1.4074237395557,-0.180226269109968,0.205171146937219,0,0,0,0,0,0,0,0,0,0,1,"MA",95,999,0.95,0,0.05,0
"475",771,115235,-1.00004508308379,-0.409521556763011,-0.40482401084451,-1.0248244677167,-0.902972758553681,-0.652410883801636,-0.872383839732433,-0.324501007744285,-0.41709281900132,-0.783534289383881,-0.390229384468515,-0.546550860463756,-0.37342736774805,-0.969326363542706,-0.735477080746369,-0.368979639701492,-0.958149901967176,-0.757307237681999,-0.770663747007126,-1.21316431646293,-1.03284345641559,-0.755657022303386,-0.815803554898866,-0.797736726262598,-0.791350514556092,-0.621477327327615,-0.647530770425424,0.905174738300434,0.555994981873194,0.785195297107353,0.631419445351808,-1.02317433704257,-1.00426401564806,-1.17065472903933,0.312884927399544,0.600108307192751,0,0,0,0,1,0,0,0,0,0,0,"MA",85,45,0.85,0.08,0.05,0.02
"477",773,115241,0.900362834005313,0.0449276697587244,-0.155845577559728,1.00682752597585,-0.0995288827400425,-0.0106665418836812,1.04691463190108,0.26348815689991,0.247714854254893,1.00732426825505,-0.156692826056851,0.040220230105128,0.912944295701319,-0.0819918596381249,-0.157176371213914,0.962163841165671,-0.0121224465357752,-0.208415828489174,0.812698352290667,-0.111522007822129,-0.256233779618947,1.27644146513157,0.355370229999606,0.249820219267888,1.25984417548637,0.290946897384076,0.152502644630177,-1.07464217664004,-1.71002578908006,-1.03574158139886,-1.58200624058346,-0.584249161237063,-0.435357944423207,-0.579529232784886,-1.8997238972878,-1.61041732052896,0,0,0,0,0,0,0,1,0,0,0,"cl",55,61,0.4,0,0.55,0.05
"479",775,115535,-0.824626081237313,-0.877465388923693,-0.718562690211546,-0.826769523016614,-0.834369723289027,-0.636256618705608,-0.913885082996936,-0.845319745662865,-0.676157843528646,-0.560175538319683,-0.362878256006058,-0.278270204876397,0.567426844762546,0.422508446960982,0.698708678894833,0.594653207437136,0.455902186111158,0.841095146105989,0.0940077096639269,0.180182303229453,0.361446803474837,-0.818505046817159,-0.772236170310094,-0.414940376268283,-0.821443569761022,-0.899077276600564,-0.593278792655055,0.313450180847165,0.323626953029659,0.447490683310682,0.35327977061065,0.232752933125071,0.294639436987175,0.184793099555452,0.488297567304414,0.38475089438827,0,0,0,0,1,0,0,0,0,0,0,"cl",65,45,0,0.65,0.35,0
"481",778,115553,-0.46231445731831,-1.21659848719514,-0.389832593358291,-0.77638568770101,-1.29142521620368,-0.732987789886775,-0.635437264076235,-0.940995440429825,-0.707392157696445,-0.941746738054687,-0.771041249987405,-0.947634897055745,-1.30074082590616,-0.723446163609431,-0.862127552879116,-1.29287982073571,-0.713446667639166,-0.891948196591818,-1.65455711734696,-0.854518711562541,-0.937249433397205,-1.0983460594703,-1.2760156353899,-1.05019401163545,-0.815605720178645,-1.1354142342334,-0.94230272045711,-0.405506259738191,-0.295190457204425,0.0490025590062651,0.405584797940636,-0.225092122404297,-0.302704712677024,-0.230786148261748,0.333774059267389,0.154379947189207,0,0,1,0,0,0,0,0,0,0,0,"cl",60,43,0.05,0.6,0.15,0.2
"483",783,115597,-0.159886160397388,-1.22721047401379,-0.407073682352944,-0.383237354003807,-1.43284726044577,-0.394766911632754,-0.541850900581099,-1.11619704557094,-0.375527569673169,-0.0376756027956034,-0.878341830879239,0.381884409424768,0.211183290654842,0.311671258389936,1.14177599173699,0.0795829884417092,0.525274365163354,1.32503759273406,-0.115675658589079,-0.124972131757686,0.303257858601101,-0.3336703346843,-0.828241805034241,0.281490971296681,-0.339823616704678,-0.955036612867272,-0.0585418763121941,-0.78709023220827,-1.08389709486525,-0.191087159432067,-0.975267923559485,0.28097457572808,0.604192544881747,-0.101211584647576,-0.489357542224216,-0.387678517814507,0,0,0,0,0,0,0,0,0,0,1,"cl",60,999,0,0.35,0.6,0.05
"485",785,115601,0.0466291547584873,-0.81149017094596,-0.286386059382884,-0.145744730300238,-0.376669796178312,-0.168158923204748,-0.252288353096312,-0.698782751387765,-0.155214103676547,-0.691797659482554,-0.537504691575414,-0.222712638326975,-1.24596923526759,0.0087799758295114,-0.0833841539792126,-1.3246130648778,0.0890849105746773,-0.120440201928434,-0.664828424316441,0.251134544193423,0.245224707420457,-0.719754352743873,-0.278908671958884,-0.0255540681903736,-0.630045813758015,-0.427558341224439,-0.00477695803850597,-0.708403306420431,-0.213757211819001,-0.221868601460453,0.331742406416114,0.667589490854645,0.687425945192367,0.682640183060413,0.96592246147578,0.540845512164751,0,0,0,0,0,1,0,0,0,0,0,"KX1",85,48,0,0.05,0.1,0.85
"486",786,115605,0.831465107506062,-0.474829157711836,-0.383808171051298,0.751048436305972,-0.417635952469293,-0.343273321545308,0.479281050498749,-0.754159245198904,-0.575153606132026,0.264124614417002,-0.894121328069119,-0.530210399713635,0.0913704361362687,0.34989097858692,0.265689667974261,0.115282888103811,0.412663362181382,0.411621087400963,1.09100812641314,0.975626689649931,1.09250549094365,0.495587538368245,-0.0300045839709017,0.143177695392746,0.349992505948096,-0.394342531945551,-0.222573343853488,-1.40653855269438,-1.68065016089284,-1.12336903146826,-1.41278409334106,0.39220903808913,0.451597977643866,0.689743119523223,-0.962809993583733,-0.893012710008924,0,0,1,0,0,0,0,0,0,0,0,"cl",55,43,0,0.35,0.55,0.1
"487",787,115609,0.0906363502095026,-0.428584151312159,-0.0842844186292813,-0.187133950767488,-0.505135154970416,-0.180590337885131,-0.262914292333601,-0.668662791634915,-0.275824325990823,-0.38999744227108,-0.546972389889331,-0.0102866485763628,-0.893377120538126,0.242875762035499,0.364079290953406,-0.899189260588448,0.214525015162242,0.328235493530412,-0.638871836720734,0.267233725746801,0.427659357513898,-0.45118332499186,-0.300285661898102,0.127492386581566,-0.39196009166451,-0.527992400241747,-0.170963232078139,-0.455567881211467,-0.299817699431257,-0.187018473432802,-0.0983895242115129,0.776418883760242,0.654045883609471,0.68977382012186,0.437291526965447,0.0907531438237027,0,0,0,0,1,0,0,0,0,0,0,"cl",65,45,0,0.15,0.2,0.65
"488",788,115611,-0.571752410725008,-0.475077901341842,-0.407795765756257,-0.797967568478528,-1.0476552291012,-0.635402043376657,-0.86741201064181,-0.551181880747585,-0.54535756747116,-0.990938843943775,-1.19077587524111,-0.803541743169279,-0.969829132470042,-1.23431642357465,-0.85480066606184,-1.05488048966437,-1.13039246981956,-0.919488392732847,-1.05212902592599,-1.17138394781912,-1.03838425220254,-1.11672799833114,-1.21871040372715,-1.01632557287374,-1.05593527294048,-1.01907638239594,-0.91036147249201,0.324255921468894,0.0264867502376406,0.611121518091762,-0.0171628935348352,-1.0424148926943,-0.913949996213076,-0.965827043471471,0.444829018118683,0.622741580976831,0,0,0,0,0,0,0,1,0,0,0,"cl",65,61,0.65,0.2,0.15,0
"489",789,115617,-0.418123341775742,-1.34583490567969,-0.791570607814402,-0.762713669945409,-1.49595095290716,-0.89149131176036,-0.726932564867991,-1.20539449272696,-0.951898746336971,-1.03614240070665,-1.27914105950506,-1.03676468296563,-1.59970242480364,-0.236781726435581,-0.221024956338854,-1.62012890095888,-0.0947988791048924,-0.0932825085121741,-1.28071202426434,-0.384693674789782,-0.211455870791592,-1.02324050505655,-1.16056554561537,-0.81522396691854,-0.785361904960415,-1.15417305234845,-0.901961655383434,-0.563678215665934,-0.558065153093133,-0.0396072891343971,-0.0577762088732294,0.544930948575165,0.592921355255911,0.182309944441213,0.348755016807769,0.0915774072365042,0,0,0,0,1,0,0,0,0,0,0,"cl",40,45,0,0.4,0.2,0.4
"492",793,115631,-0.591451316363601,-1.22740180677776,-0.604488673761817,-0.528143492452785,-0.889785585119151,-0.541910549929036,-0.63820662380391,-0.892919312164395,-0.455481019843421,-0.589424898578483,-0.928836221887218,-0.39503022441783,-0.646904962668519,-0.0246622793427979,0.0348927332194786,-0.513432011477103,0.191717723419049,0.428068704540511,-0.0189738292887657,0.522932510546939,0.764698627286407,-0.460023142200613,-0.256062072903111,0.150298739846235,-0.530626812840988,-0.442875398233246,-0.0173694758079552,-0.254869577890225,-0.214113354953148,0.0879382958713613,-0.268227024716834,0.309835409205308,0.457667079750102,0.692173086788053,0.513043006887334,0.377864324521634,0,0,1,0,0,0,0,0,0,0,0,"cl",40,43,0,0.35,0.25,0.4
"494",796,115655,-0.874692233824301,-1.68494753654965,-1.44305803463142,-0.626688319071116,-0.542837806937985,-0.455475674138097,-0.822319560993738,-0.832842419200749,-0.752618044884922,-0.645264586344202,-0.168264457329329,-0.230140120485719,-0.662880009937521,-0.224360317371456,-0.126508116391223,-0.677056551588246,-0.512457409152124,-0.152646931303934,-0.54457807903906,-0.634783272822994,-0.287073564948775,-1.22181736715444,-1.23707576131788,-0.721028812434551,-1.11914318786626,-1.03136944079836,-0.757329914698851,-0.272456072499846,0.351009058917431,0.349059607465256,0.699108304248879,0.0669233941019519,-0.327414628394453,-0.537052830043446,0.615837638829238,0.705699035947243,0,0,0,0,0,1,0,0,0,0,0,"cl",60,48,0.1,0.6,0.3,0
"495",797,115657,-0.762741497865474,-1.59917347040617,-1.51142895701531,-0.774120588702883,-1.52869607641636,-1.2309684763397,-0.719004238321509,-0.628917169120653,-0.786000488739113,-0.764921060128538,-1.11187838929085,-1.11965538386055,-0.475743741925231,-1.3451536121455,-1.00196642128387,-0.488640414489924,-1.28647987268694,-1.03714623068926,-0.641387754779183,-1.34791917164315,-1.05471815808136,-1.07676692884394,-1.30664448648242,-1.12706047932276,-0.992122220721666,-0.936558061865633,-0.998098667619055,-0.341759412768989,-0.578645830534037,0.37888850168617,-0.238690068107307,-1.44225768983232,-1.35135885514067,-1.41545827920078,0.252535179507323,0.604739000670959,0,0,0,0,0,1,0,0,0,0,0,"MA",90,48,0.9,0.1,0,0
"496",798,115661,-0.553525170517034,-1.84115669724263,-1.2187676901141,-0.593369104225186,-1.51542269039746,-0.704213746223296,-0.55019039638657,-0.911228103658866,-0.401590240121804,-0.210512731594412,-0.600622680335135,0.055075194424221,-0.387880981943982,-0.0380391814115293,0.078226035255302,-0.395424009820387,-0.0335042825448939,0.0929198176174164,-0.453427897749429,-0.79887718670013,-0.418441128916242,-0.508655854056219,-0.864704017804742,-0.201112391735075,-0.523548260494753,-0.868526774654411,-0.320185139563556,-0.79393693363206,-0.848906763102285,-0.0291656904201981,-0.410373628400881,0.156512231355445,0.132103102490809,-0.799758445743383,-0.212495546323283,-0.0319063122602176,0,0,0,0,0,1,0,0,0,0,0,"cl",45,48,0.2,0.45,0.3,0.05
"497",799,115665,-0.615258240317211,-1.59904903291353,-0.954279454627312,-0.629657657543427,-0.76336669851088,-0.497928381597664,-0.62877692447276,-0.792610872487929,-0.253910801044907,-0.635957971716716,-0.250317842717523,-0.108923611649767,-0.986945254544263,0.128216601444805,-0.30674953210497,-1.10347201975815,0.104764923648102,-0.3004459839261,-0.830820873451017,-0.508964956966048,-0.66835082112876,-0.876438770528743,-0.705334492818287,-0.320521550896067,-0.8025919410518,-0.711769976997553,-0.204935938597537,-0.523593358515191,0.0955816150505177,0.151289729160653,0.590190776750802,0.681418640229753,0.609828139694158,-0.220066238747993,0.685848636293666,0.532233247826118,0,0,0,0,0,0,0,0,0,0,1,"MA",90,999,0.9,0.09,0.01,0
