"","x","y","kp","B2","B3","B4","B5","B6","B7","satel","muld","21","42","43","44","45","48","51","53","61","64","999","37","77"
"739",669412.50000001,6462212.49999977,"2018-08-23",8469,7667,7213,12584,9255,7089,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"741",669412.50000001,6462237.49999977,"2018-05-10",8643,7983,7716,13372,10149,8586,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"742",669412.50000001,6462237.49999977,"2018-05-28",8915,8698,7626,19978,11775,8327,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"743",669412.50000001,6462237.49999977,"2018-05-12",9074,8511,8028,15876,11783,9240,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"745",669412.50000001,6462237.49999977,"2018-05-26",8718,8013,7833,14838,10077,8105,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"747",669412.50000001,6462237.49999977,"2017-06-17",9117,8492,7938,14809,10476,8174,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"749",669412.50000001,6462237.49999977,"2018-08-23",8469,7667,7213,12584,9255,7089,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"750",669412.50000001,6462262.49999977,"2018-05-10",8164,7640,6668,13179,9143,7063,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"751",669412.50000001,6462262.49999977,"2018-05-12",8827,8350,7389,14073,10752,7953,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"753",669412.50000001,6462262.49999977,"2017-06-17",8723,8009,7050,15960,9211,7019,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"755",669412.50000001,6462262.49999977,"2018-05-28",9017,8146,7551,15288,10146,8355,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"756",669412.50000001,6462262.49999977,"2018-08-23",8259,7496,6723,13709,8357,6533,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"758",669412.50000001,6462262.49999977,"2018-05-26",8322,7614,6582,14389,8843,6859,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"760",669412.50000001,6462287.49999977,"2017-06-17",8506,7720,6678,15638,8951,6689,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"761",669412.50000001,6462287.49999977,"2018-05-10",8012,7406,6499,13238,8670,6704,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"762",669412.50000001,6462287.49999977,"2018-05-12",8373,7606,6753,13808,8970,6907,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"764",669412.50000001,6462287.49999977,"2018-05-26",8083,7274,6400,14730,8436,6371,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"765",669412.50000001,6462287.49999977,"2018-05-28",8372,7596,6572,15341,8967,6611,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"766",669412.50000001,6462287.49999977,"2018-08-23",8151,7341,6564,13663,8197,6265,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"768",669412.50000001,6462312.49999977,"2018-05-10",8011,7337,6490,12344,8450,6633,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"769",669412.50000001,6462312.49999977,"2018-05-12",8316,7624,6603,13976,9079,6799,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"772",669412.50000001,6462312.49999977,"2017-06-17",8497,7673,6695,15337,8977,6685,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"774",669412.50000001,6462312.49999977,"2018-08-23",8144,7298,6552,13305,8024,6227,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"775",669412.50000001,6462312.49999977,"2018-05-26",8088,7249,6376,14164,8337,6357,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"776",669412.50000001,6462312.49999977,"2018-05-28",8345,7515,6514,15726,8907,6651,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"778",669412.50000001,6462337.49999977,"2017-06-17",8464,7625,6683,13556,8410,6562,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"780",669412.50000001,6462337.49999977,"2018-05-10",7973,7191,6415,10941,7890,6362,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"781",669412.50000001,6462337.49999977,"2018-05-12",8332,7627,6632,13890,9097,6899,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"783",669412.50000001,6462337.49999977,"2018-05-26",8080,7199,6379,12503,7810,6184,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"784",669412.50000001,6462337.49999977,"2018-05-28",8341,7527,6522,15824,9066,6704,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"785",669412.50000001,6462337.49999977,"2018-08-23",8112,7214,6494,11514,7348,6013,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"787",669412.50000001,6462362.49999977,"2017-06-17",8486,7686,6689,14297,8754,6706,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"789",669412.50000001,6462362.49999977,"2018-08-23",8081,7174,6439,11204,7483,6040,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"790",669412.50000001,6462362.49999977,"2018-05-12",8301,7546,6565,13363,8722,6631,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"792",669412.50000001,6462362.49999977,"2018-05-26",8099,7217,6364,12510,8095,6322,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"793",669412.50000001,6462362.49999977,"2018-05-10",7985,7113,6417,10427,7814,6406,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"794",669412.50000001,6462362.49999977,"2018-05-28",8333,7439,6468,14549,8498,6517,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"795",669412.50000001,6462387.49999977,"2017-06-17",8486,7686,6689,14297,8754,6706,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"797",669412.50000001,6462387.49999977,"2018-08-23",8081,7174,6439,11204,7483,6040,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"799",669412.50000001,6462387.49999977,"2018-05-26",8099,7217,6364,12510,8095,6322,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"800",669412.50000001,6462387.49999977,"2018-05-28",8333,7439,6468,14549,8498,6517,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"801",669412.50000001,6462387.49999977,"2018-05-10",7985,7113,6417,10427,7814,6406,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"802",669412.50000001,6462387.49999977,"2018-05-12",8301,7546,6565,13363,8722,6631,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"805",669412.50000001,6462412.49999977,"2018-05-26",8097,7320,6337,14389,8273,6475,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"806",669412.50000001,6462412.49999977,"2018-05-10",8003,7220,6433,11011,8076,6579,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"807",669412.50000001,6462412.49999977,"2018-05-12",8331,7434,6597,12144,8021,6516,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"809",669412.50000001,6462412.49999977,"2017-06-17",8509,7833,6701,15225,8971,6894,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"811",669412.50000001,6462412.49999977,"2018-05-28",8369,7425,6548,13130,8195,6424,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"812",669412.50000001,6462412.49999977,"2018-08-23",8092,7281,6470,12050,7658,6204,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"813",669412.50000001,6462437.49999977,"2017-06-17",8480,7812,6660,19876,10328,7125,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"815",669412.50000001,6462437.49999977,"2018-05-28",8385,7506,6493,14675,8647,6693,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"817",669412.50000001,6462437.49999977,"2018-05-10",8078,7537,6679,13624,9900,7315,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"818",669412.50000001,6462437.49999977,"2018-05-12",8314,7514,6643,11725,8781,6715,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"820",669412.50000001,6462437.49999977,"2018-08-23",8118,7342,6561,15696,9036,6520,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"821",669412.50000001,6462437.49999977,"2018-05-26",8084,7361,6332,17822,9590,6677,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"822",669412.50000001,6462462.49999977,"2018-05-12",8517,7968,6979,15467,10765,7978,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"824",669412.50000001,6462462.49999977,"2018-05-26",8047,7274,6261,18210,9196,6604,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"826",669412.50000001,6462462.49999977,"2018-08-23",8128,7317,6512,15026,8703,6464,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"827",669412.50000001,6462462.49999977,"2017-06-17",8474,7715,6590,19434,9736,6918,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"828",669412.50000001,6462462.49999977,"2018-05-10",8061,7622,6582,14464,9811,7263,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"829",669412.50000001,6462462.49999977,"2018-05-28",8457,7896,6662,20307,11212,7519,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"831",669412.50000001,6462487.49999977,"2018-05-10",8085,7511,6671,13756,9379,7193,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"832",669412.50000001,6462487.49999977,"2018-05-12",8383,7951,6699,17206,10596,7371,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"834",669412.50000001,6462487.49999977,"2018-05-26",8104,7329,6372,16275,8996,6581,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"835",669412.50000001,6462487.49999977,"2018-05-28",8336,7601,6433,21031,10364,7106,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"836",669412.50000001,6462487.49999977,"2018-08-23",8143,7351,6584,14623,8535,6386,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"838",669412.50000001,6462487.49999977,"2017-06-17",8508,7758,6685,18024,9614,6910,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"840",669412.50000001,6462512.49999977,"2018-08-23",8169,7357,6571,15175,8494,6422,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"842",669412.50000001,6462512.49999977,"2017-06-17",8509,7781,6692,18655,9713,6921,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"844",669412.50000001,6462512.49999977,"2018-05-10",8091,7497,6658,13255,9505,7132,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"845",669412.50000001,6462512.49999977,"2018-05-12",8319,7783,6656,15944,9915,7096,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"847",669412.50000001,6462512.49999977,"2018-05-26",8125,7343,6394,17033,9141,6595,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"848",669412.50000001,6462512.49999977,"2018-05-28",8323,7542,6404,19375,9777,6827,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"850",669412.50000001,6462537.49999977,"2018-05-10",8091,7497,6658,13255,9505,7132,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"851",669412.50000001,6462537.49999977,"2018-05-12",8319,7783,6656,15944,9915,7096,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"853",669412.50000001,6462537.49999977,"2018-05-26",8125,7343,6394,17033,9141,6595,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"854",669412.50000001,6462537.49999977,"2018-05-28",8323,7542,6404,19375,9777,6827,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"855",669412.50000001,6462537.49999977,"2018-08-23",8169,7357,6571,15175,8494,6422,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"856",669412.50000001,6462537.49999977,"2017-06-17",8509,7781,6692,18655,9713,6921,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"858",669412.50000001,6462562.49999977,"2018-05-10",8131,7581,6773,13790,10115,7538,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"859",669412.50000001,6462562.49999977,"2018-05-12",8313,7715,6585,15888,9608,7021,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"860",669412.50000001,6462562.49999977,"2018-05-28",8335,7525,6446,18500,9547,6846,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"861",669412.50000001,6462562.49999977,"2018-08-23",8165,7368,6536,16149,9209,6650,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"863",669412.50000001,6462562.49999977,"2018-05-26",8091,7348,6341,18498,9623,6728,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"865",669412.50000001,6462562.49999977,"2017-06-17",8495,7814,6639,20475,10416,7130,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"868",669412.50000001,6462587.49999977,"2017-06-17",8490,7810,6649,20868,10265,7105,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"870",669412.50000001,6462587.49999977,"2018-05-12",8305,7683,6553,15746,9494,6919,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"872",669412.50000001,6462587.49999977,"2018-05-26",8076,7362,6314,19513,9717,6787,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"873",669412.50000001,6462587.49999977,"2018-05-10",8134,7726,6769,14685,10484,7640,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"874",669412.50000001,6462587.49999977,"2018-08-23",8195,7417,6606,16623,9362,6758,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"875",669412.50000001,6462587.49999977,"2018-05-28",8301,7467,6389,18527,9491,6782,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"877",669412.50000001,6462612.49999977,"2018-05-12",8299,7688,6573,15782,9703,7001,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"879",669412.50000001,6462612.49999977,"2017-06-17",8509,7815,6675,21151,10315,7116,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"880",669412.50000001,6462612.49999977,"2018-05-10",8191,7784,6876,14497,10467,7757,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"881",669412.50000001,6462612.49999977,"2018-08-23",8174,7375,6570,16381,9254,6632,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"883",669412.50000001,6462612.49999977,"2018-05-26",8090,7444,6356,19949,9851,6807,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"884",669412.50000001,6462612.49999977,"2018-05-28",8318,7495,6409,19244,9732,6872,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"885",669412.50000001,6462637.49999977,"2018-05-12",8382,7816,6685,15512,9943,7300,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"887",669412.50000001,6462637.49999977,"2018-05-26",8114,7421,6364,19993,9641,6770,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"888",669412.50000001,6462637.49999977,"2018-05-10",8278,7883,6995,14234,10642,7900,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"890",669412.50000001,6462637.49999977,"2017-06-17",8543,7850,6686,21528,10170,7112,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"892",669412.50000001,6462637.49999977,"2018-05-28",8336,7557,6422,19996,9916,6966,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"893",669412.50000001,6462637.49999977,"2018-08-23",8155,7340,6531,16337,9005,6528,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"894",669412.50000001,6462662.49999977,"2018-08-23",8162,7324,6536,15361,8716,6463,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"896",669412.50000001,6462662.49999977,"2018-05-28",8421,7750,6502,22164,10597,7282,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"897",669412.50000001,6462662.49999977,"2018-05-10",8182,7671,6779,14370,9922,7486,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"898",669412.50000001,6462662.49999977,"2018-05-12",8435,8073,6831,16980,10900,7726,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"900",669412.50000001,6462662.49999977,"2018-05-26",8120,7379,6394,18031,9360,6698,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"902",669412.50000001,6462662.49999977,"2017-06-17",8554,7783,6666,19702,10045,7119,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"903",669412.50000001,6462687.49999977,"2018-05-10",8182,7671,6779,14370,9922,7486,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"905",669412.50000001,6462687.49999977,"2017-06-17",8554,7783,6666,19702,10045,7119,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"907",669412.50000001,6462687.49999977,"2018-05-26",8120,7379,6394,18031,9360,6698,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"908",669412.50000001,6462687.49999977,"2018-05-28",8421,7750,6502,22164,10597,7282,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"909",669412.50000001,6462687.49999977,"2018-08-23",8162,7324,6536,15361,8716,6463,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"910",669412.50000001,6462687.49999977,"2018-05-12",8435,8073,6831,16980,10900,7726,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"913",669412.50000001,6462712.49999977,"2018-05-26",8152,7324,6445,16843,8989,6681,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"914",669412.50000001,6462712.49999977,"2018-05-10",8113,7536,6650,14104,9391,7119,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"915",669412.50000001,6462712.49999977,"2018-05-12",8473,8094,6842,17848,10846,7658,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"917",669412.50000001,6462712.49999977,"2017-06-17",8568,7765,6738,18471,9672,7000,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"918",669412.50000001,6462712.49999977,"2018-05-28",8442,7727,6529,22393,10659,7273,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"919",669412.50000001,6462712.49999977,"2018-08-23",8171,7320,6547,14507,8253,6367,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"921",669412.50000001,6462737.49999977,"2018-05-10",8159,7623,6711,14442,9764,7314,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"922",669412.50000001,6462737.49999977,"2018-05-12",8334,7857,6632,16889,10245,7208,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"924",669412.50000001,6462737.49999977,"2017-06-17",8572,7840,6806,18856,9917,7183,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"926",669412.50000001,6462737.49999977,"2018-08-23",8170,7336,6591,14639,8547,6457,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"928",669412.50000001,6462737.49999977,"2018-05-26",8177,7429,6484,17147,9385,6799,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"929",669412.50000001,6462737.49999977,"2018-05-28",8361,7551,6434,21013,10080,7068,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"931",669412.50000001,6462762.49999977,"2017-06-17",8549,7877,6770,20235,10326,7333,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"934",669412.50000001,6462762.49999977,"2018-05-26",8144,7403,6479,17963,9586,6946,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"935",669412.50000001,6462762.49999977,"2018-05-10",8174,7671,6748,14697,9950,7532,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"936",669412.50000001,6462762.49999977,"2018-05-12",8354,7809,6685,16294,10312,7460,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"937",669412.50000001,6462762.49999977,"2018-05-28",8366,7630,6486,20706,10364,7178,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"938",669412.50000001,6462762.49999977,"2018-08-23",8211,7438,6661,16105,8947,6639,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"940",669412.50000001,6462787.49999977,"2017-06-17",8551,7953,6765,21000,10702,7461,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"941",669412.50000001,6462787.49999977,"2018-05-10",8167,7746,6866,15075,10455,7799,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"942",669412.50000001,6462787.49999977,"2018-05-12",8372,7826,6735,15669,10541,7530,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"944",669412.50000001,6462787.49999977,"2018-05-26",8120,7430,6437,18939,9802,6921,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"945",669412.50000001,6462787.49999977,"2018-05-28",8386,7670,6492,21260,10352,7209,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"946",669412.50000001,6462787.49999977,"2018-08-23",8206,7476,6663,16159,9383,6825,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"949",669412.50000001,6462812.49999977,"2018-05-12",8438,8025,6926,16673,11815,8297,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"951",669412.50000001,6462812.49999977,"2017-06-17",8548,7934,6760,20740,10437,7316,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"952",669412.50000001,6462812.49999977,"2018-05-10",8187,7734,6868,14426,10207,7736,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"953",669412.50000001,6462812.49999977,"2018-08-23",8213,7459,6657,15706,9050,6687,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"955",669412.50000001,6462812.49999977,"2018-05-26",8133,7460,6414,18259,9376,6798,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"956",669412.50000001,6462812.49999977,"2018-05-28",8425,7868,6572,22721,11069,7548,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"957",669412.50000001,6462837.49999977,"2018-05-10",8305,7924,7203,15208,12088,8725,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"958",669412.50000001,6462837.49999977,"2018-05-12",8435,7922,6828,15852,11033,7894,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"960",669412.50000001,6462837.49999977,"2018-05-28",8430,7743,6506,21650,10671,7352,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"961",669412.50000001,6462837.49999977,"2018-08-23",8185,7401,6580,17173,9752,6818,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"963",669412.50000001,6462837.49999977,"2018-05-26",8148,7585,6439,20876,10577,7117,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"965",669412.50000001,6462837.49999977,"2017-06-17",8550,8063,6728,23553,11101,7505,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"966",669412.50000001,6462862.49999977,"2018-08-23",8152,7341,6556,14247,8420,6484,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"967",669412.50000001,6462862.49999977,"2018-05-10",8161,7654,6802,14544,9951,7621,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"968",669412.50000001,6462862.49999977,"2018-05-12",8486,8047,6994,16642,11773,8363,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"970",669412.50000001,6462862.49999977,"2018-05-26",8109,7390,6346,18471,9030,6618,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"971",669412.50000001,6462862.49999977,"2018-05-28",8433,7877,6537,23150,11121,7409,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"972",669412.50000001,6462862.49999977,"2017-06-17",8520,7852,6665,20251,9714,6985,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"976",669412.50000001,6462887.49999977,"2017-06-17",8543,7835,6675,19473,9317,6856,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"978",669412.50000001,6462887.49999977,"2018-08-23",8134,7306,6530,14589,8120,6291,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"979",669412.50000001,6462887.49999977,"2018-05-28",8373,7699,6454,21619,10423,7153,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"980",669412.50000001,6462887.49999977,"2018-05-10",8033,7415,6558,13740,8648,6845,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"981",669412.50000001,6462887.49999977,"2018-05-12",8391,8007,6837,16965,11178,7823,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"983",669412.50000001,6462887.49999977,"2018-05-26",8083,7366,6342,17009,8435,6379,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"985",669412.50000001,6462912.49999977,"2018-05-26",8071,7324,6321,16832,8415,6271,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"986",669412.50000001,6462912.49999977,"2018-05-28",8392,7637,6447,20824,9836,6913,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"987",669412.50000001,6462912.49999977,"2018-05-10",8025,7405,6530,13687,8613,6725,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"988",669412.50000001,6462912.49999977,"2018-05-12",8352,7808,6673,16108,9989,7288,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"990",669412.50000001,6462912.49999977,"2018-08-23",8120,7284,6488,14964,8095,6233,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"992",669412.50000001,6462912.49999977,"2017-06-17",8547,7877,6708,19044,9459,6921,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"993",669412.50000001,6462937.49999977,"2018-05-10",8067,7457,6616,13297,8599,6861,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"994",669412.50000001,6462937.49999977,"2018-05-12",8338,7727,6716,14929,9620,7157,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"996",669412.50000001,6462937.49999977,"2018-05-26",8070,7310,6360,17172,8285,6374,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"997",669412.50000001,6462937.49999977,"2018-05-28",8348,7575,6404,20021,9682,6811,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"999",669412.50000001,6462937.49999977,"2017-06-17",8528,7853,6719,17978,8996,6743,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"1001",669412.50000001,6462937.49999977,"2018-08-23",8098,7307,6502,14472,7834,6191,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"1002",669412.50000001,6462962.49999977,"2017-06-17",8555,7847,6660,18721,9240,6826,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"1004",669412.50000001,6462962.49999977,"2018-08-23",8108,7386,6514,14881,8370,6396,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"1005",669412.50000001,6462962.49999977,"2018-05-28",8348,7541,6430,17743,8977,6590,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"1006",669412.50000001,6462962.49999977,"2018-05-26",8114,7352,6362,18286,8883,6617,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
"1009",669412.50000001,6462962.49999977,"2018-05-10",8205,7528,6860,12709,9012,7364,"LC08",999,0,0,0,0,0,0,0,0,0,0,1,0,0
